,Player,Span,Mat,Inns,NO,Runs,HS,Ave,100,50,0,,Country
2362,Mohsin Kamal,1984-1994,9,11,7,37,13*,9.25,0,0,1,,PAK
2363,DJ Pagon,2005-2005,2,3,0,37,35,12.33,0,0,1,,WI
2364,Syed Rasel,2005-2007,6,12,4,37,19,4.62,0,0,2,,BAN
2365,Usman Salahuddin,2018-2018,1,2,0,37,33,18.50,0,0,0,,PAK
2366,Abu Jayed,2018-2021,13,22,8,36,8,2.57,0,0,7,,BAN
2367,EW Clark,1929-1934,8,9,5,36,10,9.00,0,0,1,,ENG
2368,WL Cornford,1930-1930,4,4,0,36,18,9.00,0,0,0,,ENG
2369,SKL de Silva,1997-1997,3,4,2,36,20*,18.00,0,0,1,,SL
2370,AM Fernando,2021-2024,13,18,7,36,10,3.27,0,0,6,,SL
2371,EM Grace,1880-1880,1,2,0,36,36,18.00,0,0,1,,ENG
2372,GI Hume,2023-2023,3,6,1,36,14,7.20,0,0,1,,IRE
2373,Mohammad Ramzan,1997-1997,1,2,0,36,29,18.00,0,0,0,,PAK
2374,JP Stephenson,1989-1989,1,2,0,36,25,18.00,0,0,0,,ENG
2375,JD Unadkat,2010-2023,4,5,2,36,14*,12.00,0,0,0,,IND
2376,FA Ward,1936-1938,4,8,2,36,18,6.00,0,0,2,,AUS
2377,VR Aaron,2011-2015,9,14,5,35,9,3.88,0,0,1,,IND
2378,J Angel,1993-1995,4,7,1,35,11,5.83,0,0,2,,AUS
2379,GB Brent,1999-2001,4,6,0,35,25,5.83,0,0,3,,ZIM
2380,DE Hoare,1961-1961,1,2,0,35,35,17.50,0,0,1,,AUS
2381,RG Holland,1984-1986,11,15,4,35,10,3.18,0,0,7,,AUS
2382,NV Lindsay,1921-1921,1,2,0,35,29,17.50,0,0,0,,SA
2383,EA Moseley,1990-1990,2,4,0,35,26,8.75,0,0,1,,WI
2384,PC Strydom,2000-2000,2,3,0,35,30,11.66,0,0,0,,SA
2385,GE Tribe,1946-1947,3,3,1,35,25*,17.50,0,0,0,,AUS
2386,VA Valentine,1933-1933,2,4,1,35,19*,11.66,0,0,1,,WI
2387,J Arnold,1931-1931,1,2,0,34,34,17.00,0,0,1,,ENG
2388,AR Butcher,1979-1979,1,2,0,34,20,17.00,0,0,0,,ENG
2389,MG Grell,1930-1930,1,2,0,34,21,17.00,0,0,0,,WI
2390,RNS Hobbs,1967-1971,7,8,3,34,15*,6.80,0,0,1,,ENG
2391,AP Kuiper,1992-1992,1,2,0,34,34,17.00,0,0,1,,SA
2392,M Mbangwa,1996-2000,15,25,8,34,8,2.00,0,0,9,,ZIM
2393,CA Merry,1933-1933,2,4,0,34,13,8.50,0,0,0,,WI
2394,Mohammad Aslam,1954-1954,1,2,0,34,18,17.00,0,0,0,,PAK
2395,Mohammad Talha,2009-2014,4,5,1,34,19,8.50,0,0,1,,PAK
2396,Nadeem Khan,1993-1999,2,3,1,34,25,17.00,0,0,0,,PAK
2397,PJ Petherick,1976-1977,6,11,4,34,13,4.85,0,0,1,,NZ
2398,JP Taylor,1993-1994,2,4,2,34,17*,17.00,0,0,1,,ENG
2399,T Armitage,1877-1877,2,3,0,33,21,11.00,0,0,0,,ENG
2400,AW Briscoe,1935-1939,2,3,0,33,16,11.00,0,0,0,,SA
2401,Farhan Adil,2003-2003,1,2,0,33,25,16.50,0,0,0,,PAK
2402,AJ Fothergill,1889-1889,2,2,0,33,32,16.50,0,0,0,,ENG
2403,Israr Ali,1952-1959,4,8,1,33,10,4.71,0,0,1,,PAK
2404,P Krishnamurthy,1971-1971,5,6,0,33,20,5.50,0,0,2,,IND
2405,MJ Macaulay,1965-1965,1,2,0,33,21,16.50,0,0,0,,SA
2406,Mohammad Nabi,2018-2019,3,6,0,33,24,5.50,0,0,3,,AFG
2407,J Newman,1932-1933,3,4,0,33,19,8.25,0,0,0,,NZ
2408,PDRL Perera,1999-2002,8,9,6,33,11*,11.00,0,0,1,,SL
2409,KM Rangnekar,1947-1948,3,6,0,33,18,5.50,0,0,2,,IND
2410,DW Richardson,1957-1957,1,1,0,33,33,33.00,0,0,0,,ENG
2411,Saim Ayub,2024-2024,1,2,0,33,33,16.50,0,0,1,,PAK
2412,TPB Smith,1946-1947,4,5,0,33,24,6.60,0,0,0,,ENG
2413,Vizianagram,1936-1936,3,6,2,33,19*,8.25,0,0,0,,IND
2414,Yamin Ahmadzai,2018-2023,6,11,0,33,18,3.00,0,0,4,,AFG
2415,Bazid Khan,2005-2005,1,2,0,32,23,16.00,0,0,0,,PAK
2416,N Brand,2024-2024,2,3,0,32,25,10.66,0,0,0,,SA
2417,NT Broom,2017-2017,2,3,0,32,20,10.66,0,0,1,,NZ
2418,N Gallichan,1937-1937,1,2,0,32,30,16.00,0,0,0,,NZ
2419,MEZ Ghazali,1954-1954,2,4,0,32,18,8.00,0,0,2,,PAK
2420,RJ Kirtley,2003-2003,4,7,1,32,12,5.33,0,0,0,,ENG
2421,Aamer Nazir,1993-1995,6,11,6,31,11,6.20,0,0,2,,PAK
2422,AG Archer,1899-1899,1,2,1,31,24*,31.00,0,0,0,,ENG
2423,Arshad Khan,1997-2005,9,8,2,31,9*,5.16,0,0,1,,PAK
2424,J Cranston,1890-1890,1,2,0,31,16,15.50,0,0,0,,ENG
2425,GR Dickinson,1930-1932,3,5,0,31,11,6.20,0,0,0,,NZ
2426,JA Flavell,1961-1964,4,6,2,31,14,7.75,0,0,0,,ENG
2427,RM Harris,1959-1959,2,3,0,31,13,10.33,0,0,0,,NZ
2428,RB Kerr,1985-1985,2,4,0,31,17,7.75,0,0,1,,AUS
2429,N Puna,1966-1966,3,5,3,31,18*,15.50,0,0,0,,NZ
2430,GB Studd,1882-1883,4,7,0,31,9,4.42,0,0,1,,ENG
2431,DC Thomas,2022-2022,1,2,0,31,19,15.50,0,0,0,,WI
2432,S Viswanath,1985-1985,3,5,0,31,20,6.20,0,0,2,,IND
2433,DJ White,1990-1990,2,4,0,31,18,7.75,0,0,0,,NZ
2434,JP Duminy,1927-1929,3,6,0,30,12,5.00,0,0,1,,SA
2435,MC Frederick,1954-1954,1,2,0,30,30,15.00,0,0,1,,WI
2436,CG Halse,1964-1964,3,3,3,30,19*,-,0,0,0,,SA
2437,HTW Hardinge,1921-1921,1,2,0,30,25,15.00,0,0,0,,ENG
2438,WK Hegg,1998-1999,2,4,0,30,15,7.50,0,0,0,,ENG
2439,MDUS Jayasundera,2015-2015,2,4,0,30,26,7.50,0,0,1,,SL
2440,LJ Nash,1932-1937,2,2,0,30,17,15.00,0,0,0,,AUS
2441,S Nazir Ali,1932-1934,2,4,0,30,13,7.50,0,0,0,,IND
2442,ES Newson,1930-1939,3,5,1,30,16,7.50,0,0,0,,SA
2443,G Onions,2009-2012,9,10,7,30,17*,10.00,0,0,3,,ENG
2444,MJ Potts,2022-2023,6,6,2,30,19,7.50,0,0,1,,ENG
2445,FE Rumsey,1964-1965,5,5,3,30,21*,15.00,0,0,0,,ENG
2446,JW Rutherford,1956-1956,1,1,0,30,30,30.00,0,0,0,,AUS
2447,RA Saggers,1948-1950,6,5,2,30,14,10.00,0,0,0,,AUS
2448,M Sherwin,1887-1888,3,6,4,30,21*,15.00,0,0,1,,ENG
2449,DBM Smith,1912-1912,2,3,1,30,24*,15.00,0,0,1,,AUS
2450,V Yadav,1993-1993,1,1,0,30,30,30.00,0,0,0,,IND
2451,Zahoor Elahi,1996-1996,2,3,0,30,22,10.00,0,0,0,,PAK
2452,KV Andrew,1954-1963,2,4,1,29,15,9.66,0,0,0,,ENG
2453,PC Charlton,1890-1890,2,4,0,29,11,7.25,0,0,0,,AUS
2454,Ijaz Ahmed jnr,1995-1995,2,3,0,29,16,9.66,0,0,0,,PAK
2455,Ikram Alikhil,2019-2024,2,3,0,29,21,9.66,0,0,0,,AFG
2456,PE Palia,1932-1936,2,4,1,29,16,9.66,0,0,0,,IND
2457,JH Parks,1937-1937,1,2,0,29,22,14.50,0,0,0,,ENG
2458,IR Siddiqui,2001-2001,1,2,1,29,24,29.00,0,0,0,,IND
2459,CEW Silverwood,1996-2002,6,7,3,29,10,7.25,0,0,2,,ENG
2460,PB Truscott,1965-1965,1,2,0,29,26,14.50,0,0,0,,NZ
2461,DN Wellalage,2022-2022,1,2,0,29,18,14.50,0,0,0,,SL
2462,F Barratt,1929-1930,5,4,1,28,17,9.33,0,0,0,,ENG
2463,WE Bowes,1932-1946,15,11,5,28,10*,4.66,0,0,2,,ENG
2464,CAR Duckworth,1957-1957,2,4,0,28,13,7.00,0,0,0,,SA
2465,FAW Freer,1946-1946,1,1,1,28,28*,-,0,0,0,,AUS
2466,SR Gillespie,1986-1986,1,1,0,28,28,28.00,0,0,0,,NZ
2467,BP Gupte,1961-1965,3,3,2,28,17*,28.00,0,0,0,,IND
2468,JR Hammond,1973-1973,5,5,2,28,19,9.33,0,0,1,,AUS
2469,MC Ilott,1993-1995,5,6,2,28,15,7.00,0,0,0,,ENG
2470,RJ Kennedy,1996-1996,4,5,1,28,22,7.00,0,0,2,,NZ
2471,Liaqat Ali,1975-1978,5,7,3,28,12,7.00,0,0,1,,PAK
2472,CN McCarthy,1948-1951,15,24,15,28,5,3.11,0,0,6,,SA
2473,JN Maguire,1983-1984,3,5,1,28,15*,7.00,0,0,2,,AUS
2474,Mohammad Irfan,2013-2013,4,7,2,28,14,5.60,0,0,2,,PAK
2475,S Moseley,2021-2021,2,4,0,28,12,7.00,0,0,0,,WI
2476,RJ Nicol,2012-2012,2,4,0,28,19,7.00,0,0,0,,NZ
2477,AT Roberts,1956-1956,1,2,0,28,28,14.00,0,0,1,,WI
2478,J Shuter,1888-1888,1,1,0,28,28,28.00,0,0,0,,ENG
2479,GB Stevenson,1980-1981,2,2,1,28,27*,28.00,0,0,0,,ENG
2480,MJ Swepson,2022-2022,4,5,1,28,15*,7.00,0,0,1,,AUS
2481,TE Tsiga,2023-2023,2,4,1,28,24*,9.33,0,0,1,,ZIM
2482,R Vijay Bharadwaj,1999-2000,3,3,0,28,22,9.33,0,0,1,,IND
2483,MD Wettimuny,1983-1983,2,4,0,28,17,7.00,0,0,1,,SL
2484,JA Young,1947-1949,8,10,5,28,10*,5.60,0,0,3,,ENG
2485,GI Allott,1996-1999,10,15,7,27,8*,3.37,0,0,4,,NZ
2486,TS Chisoro,2017-2021,3,5,0,27,9,5.40,0,0,1,,ZIM
2487,RMH Cottam,1969-1973,4,5,1,27,13,6.75,0,0,0,,ENG
2488,LV Garrick,2001-2001,1,2,0,27,27,13.50,0,0,1,,WI
2489,RK Kleinveldt,2012-2013,4,5,2,27,17*,9.00,0,0,2,,SA
2490,J Lewis,2006-2006,1,2,0,27,20,13.50,0,0,0,,ENG
2491,NJ Maddinson,2016-2016,3,4,0,27,22,6.75,0,0,1,,AUS
2492,RR Singh,1998-1998,1,2,0,27,15,13.50,0,0,0,,IND
2493,EA van der Merwe,1929-1936,2,4,1,27,19,9.00,0,0,1,,SA
2494,AJ Woodcock,1974-1974,1,1,0,27,27,27.00,0,0,0,,AUS
2495,RA Young,1907-1908,2,4,0,27,13,6.75,0,0,1,,ENG
2496,Atiq-uz-Zaman,2000-2000,1,2,0,26,25,13.00,0,0,0,,PAK
2497,IW Callen,1978-1978,1,2,2,26,22*,-,0,0,0,,AUS
2498,TW Cartwright,1964-1965,5,7,2,26,9,5.20,0,0,2,,ENG
2499,IA Greig,1982-1982,2,4,0,26,14,6.50,0,0,0,,ENG
2500,A Habib,1999-1999,2,3,0,26,19,8.66,0,0,0,,ENG
2501,F Kuys,1899-1899,1,2,0,26,26,13.00,0,0,1,,SA
2502,PG McShane,1885-1888,3,6,1,26,12*,5.20,0,0,3,,AUS
2503,JW Martin,1947-1947,1,2,0,26,26,13.00,0,0,1,,ENG
2504,W Newham,1888-1888,1,2,0,26,17,13.00,0,0,0,,ENG
2505,JE Pothecary,1960-1960,3,4,0,26,12,6.50,0,0,0,,SA
2506,K Rai Singh,1948-1948,1,2,0,26,24,13.00,0,0,0,,IND
2507,RR Ramdass,2005-2005,1,2,0,26,23,13.00,0,0,0,,WI
2508,GA Rowe,1896-1902,5,9,3,26,13*,4.33,0,0,3,,SA
2509,GC Viljoen,2016-2016,1,2,1,26,20*,26.00,0,0,0,,SA
2510,CH Vintcent,1889-1892,3,6,0,26,9,4.33,0,0,1,,SA
2511,Atif Rauf,1994-1994,1,2,0,25,16,12.50,0,0,0,,PAK
2512,MP Bowden,1889-1889,2,2,0,25,25,12.50,0,0,1,,ENG
2513,RG Draper,1950-1950,2,3,0,25,15,8.33,0,0,0,,SA
2514,D Ganesh,1997-1997,4,7,3,25,8,6.25,0,0,0,,IND
2515,GM Griffin,1960-1960,2,4,0,25,14,6.25,0,0,1,,SA
2516,LJ Johnson,1948-1948,1,1,1,25,25*,-,0,0,0,,AUS
2517,AJ McKay,2010-2010,1,2,1,25,20*,25.00,0,0,0,,NZ
2518,CH Mills,1892-1892,1,2,0,25,21,12.50,0,0,0,,SA
2519,Mohammad Salman,2011-2011,2,4,0,25,13,6.25,0,0,1,,PAK
2520,CT Mumba,2016-2020,3,5,2,25,11*,8.33,0,0,0,,ZIM
2521,TA Munton,1992-1992,2,2,1,25,25*,25.00,0,0,1,,ENG
2522,JM Patel,1955-1960,7,10,1,25,12,2.77,0,0,5,,IND
2523,RC Saxena,1967-1967,1,2,0,25,16,12.50,0,0,0,,IND
2524,Shahid Mahmood,1962-1962,1,2,0,25,16,12.50,0,0,0,,PAK
2525,IM Sinclair,1956-1956,2,4,1,25,18*,8.33,0,0,2,,NZ
2526,TF Smailes,1946-1946,1,1,0,25,25,25.00,0,0,0,,ENG
2527,DV Smith,1957-1957,3,4,1,25,16*,8.33,0,0,1,,ENG
2528,VM Tancred,1899-1899,1,2,0,25,18,12.50,0,0,0,,SA
2529,GC Tonge,2009-2009,1,2,1,25,23*,25.00,0,0,0,,WI
2530,SL Watkin,1991-1993,3,5,0,25,13,5.00,0,0,1,,ENG
2531,LB Williams,2022-2022,2,3,0,25,13,8.33,0,0,1,,SA
2532,DD Blackie,1928-1929,3,6,3,24,11*,8.00,0,0,2,,AUS
2533,BP Bracewell,1978-1985,6,12,2,24,8,2.40,0,0,5,,NZ
2534,RP Burl,2017-2021,3,5,0,24,16,4.80,0,0,3,,ZIM
2535,Kabir Khan,1994-1995,4,5,2,24,10,8.00,0,0,1,,PAK
2536,NA Knox,1907-1907,2,4,1,24,8*,8.00,0,0,0,,ENG
2537,SH Lewis,2018-2018,2,4,0,24,20,6.00,0,0,2,,WI
2538,MAWR Madurasinghe,1988-1992,3,6,1,24,11,4.80,0,0,1,,SL
2539,AM Miller,1896-1896,1,2,2,24,20*,-,0,0,0,,ENG
2540,Mohammad Akram,1995-2001,9,15,6,24,10*,2.66,0,0,5,,PAK
2541,Mohammad Naim,2022-2022,1,2,0,24,24,12.00,0,0,1,,BAN
2542,F Mutizwa,2012-2012,1,2,0,24,18,12.00,0,0,0,,ZIM
2543,CEL Stuart,2000-2001,6,9,2,24,12*,3.42,0,0,2,,WI
2544,Sunzamul Islam,2018-2018,1,1,0,24,24,24.00,0,0,0,,BAN
2545,Zulqarnain,1986-1986,3,4,0,24,13,6.00,0,0,0,,PAK
2546,LS Baker,2008-2009,4,6,4,23,17,11.50,0,0,1,,WI
2547,VA Barton,1892-1892,1,1,0,23,23,23.00,0,0,0,,ENG
2548,WM Bradley,1899-1899,2,2,1,23,23*,23.00,0,0,1,,ENG
2549,IP Butchart,1995-1995,1,2,0,23,15,11.50,0,0,0,,ZIM
2550,PH Carlson,1979-1979,2,4,0,23,21,5.75,0,0,2,,AUS
2551,FE Fisher,1953-1953,1,2,0,23,14,11.50,0,0,0,,NZ
2552,RA Jones,2003-2003,1,2,0,23,16,11.50,0,0,0,,NZ
2553,RC Miller,1953-1953,1,1,0,23,23,23.00,0,0,0,,WI
2554,EM Moore,2024-2024,1,2,0,23,23,11.50,0,0,1,,SA
2555,AW Seccull,1896-1896,1,2,1,23,17*,23.00,0,0,0,,SA
2556,ML Udawatte,2018-2018,2,4,0,23,19,5.75,0,0,2,,SL
2557,BA Williams,2003-2004,4,6,3,23,10*,7.66,0,0,1,,AUS
2558,Abdul Malik,2021-2023,2,4,0,22,17,5.50,0,0,2,,1
2559,B Andrews,1973-1974,2,3,2,22,17,22.00,0,0,0,,NZ
2560,Anwar Hossain Monir,2003-2005,3,6,3,22,13,7.33,0,0,1,,BAN
2561,RA Austin,1978-1978,2,2,0,22,20,11.00,0,0,0,,WI
2562,HR Butt,1896-1896,3,4,1,22,13,7.33,0,0,1,,ENG
2563,HG Gaekwad,1952-1952,1,2,0,22,14,11.00,0,0,0,,IND
2564,C Karunaratne,2019-2019,1,2,0,22,22,11.00,0,0,1,,SL
2565,SC Kuggeleijn,2023-2023,1,2,0,22,20,11.00,0,0,0,,NZ
2566,CKB Kulasekara,2011-2011,1,2,0,22,15,11.00,0,0,0,,SL
2567,PE McIntyre,1995-1996,2,4,1,22,16,7.33,0,0,2,,AUS
2568,G Noblet,1950-1953,3,4,1,22,13*,7.33,0,0,1,,AUS
2569,CH Palmer,1954-1954,1,2,0,22,22,11.00,0,0,1,,ENG
2570,WN Phillips,1992-1992,1,2,0,22,14,11.00,0,0,0,,AUS
2571,D Pretorius,2002-2003,4,4,1,22,9,7.33,0,0,1,,SA
2572,DA Renneberg,1966-1968,8,13,7,22,9,3.66,0,0,3,,AUS
2573,SV Samuelson,1910-1910,1,2,0,22,15,11.00,0,0,0,,SA
2574,Tareq Aziz,2004-2004,3,6,4,22,10*,11.00,0,0,2,,BAN
2575,AL Thomson,1970-1971,4,5,4,22,12*,22.00,0,0,1,,AUS
2576,RGCE Wijesuriya,1982-1985,4,7,2,22,8,4.40,0,0,2,,SL
2577,W Bell,1954-1954,2,3,3,21,21*,-,0,0,0,,NZ
2578,MI Black,2000-2002,6,11,3,21,6,2.62,0,0,4,,WI
2579,W Brearley,1905-1912,4,5,2,21,11*,7.00,0,0,2,,ENG
2580,G Cripps,1892-1892,1,2,0,21,18,10.50,0,0,0,,SA
2581,Ehsan Adil,2013-2015,3,4,0,21,12,5.25,0,0,2,,PAK
2582,NR Ferreira,2005-2005,1,2,0,21,16,10.50,0,0,0,,ZIM
2583,GK Glover,1896-1896,1,2,1,21,18*,21.00,0,0,0,,SA
2584,JC Hill,1953-1955,3,6,3,21,8*,7.00,0,0,1,,AUS
2585,CK Holder,2020-2020,1,2,2,21,13*,-,0,0,0,,WI
2586,AN Hornby,1879-1884,3,6,0,21,9,3.50,0,0,1,,ENG
2587,JD Lindsay,1947-1947,3,5,2,21,9*,7.00,0,0,2,,SA
2588,MJ McCague,1993-1994,3,5,0,21,11,4.20,0,0,2,,ENG
2589,GA Manou,2009-2009,1,2,1,21,13*,21.00,0,0,0,,AUS
2590,T Meale,1958-1958,2,4,0,21,10,5.25,0,0,0,,NZ
2591,LE Nagel,1932-1932,1,2,1,21,21*,21.00,0,0,1,,AUS
2592,DJ Pattinson,2008-2008,1,2,0,21,13,10.50,0,0,0,,ENG
2593,NV Radford,1986-1988,3,4,1,21,12*,7.00,0,0,1,,ENG
2594,JC Reedman,1894-1894,1,2,0,21,17,10.50,0,0,0,,AUS
2595,VPFA Royle,1879-1879,1,2,0,21,18,10.50,0,0,0,,ENG
2596,J Trim,1948-1952,4,5,1,21,12,5.25,0,0,2,,WI
2597,GL Wight,1953-1953,1,1,0,21,21,21.00,0,0,0,,WI
2598,RD Woolley,1983-1984,2,2,0,21,13,10.50,0,0,0,,AUS
2599,HT Davis,1994-1997,5,7,4,20,8*,6.66,0,0,0,,NZ
2600,F de Wet,2009-2010,2,2,0,20,20,10.00,0,0,1,,SA
2601,CJ Eady,1896-1902,2,4,1,20,10*,6.66,0,0,0,,AUS
2602,C Fortuin,2024-2024,2,3,0,20,11,6.66,0,0,1,,SA
2603,I Khan,2009-2009,1,1,0,20,20,20.00,0,0,0,,SA
2604,LA Markham,1949-1949,1,1,0,20,20,20.00,0,0,0,,SA
2605,TB Mitchell,1933-1935,5,6,2,20,9,5.00,0,0,1,,ENG
2606,Naved Latif,2002-2002,1,2,0,20,20,10.00,0,0,1,,PAK
2607,SS Schultz,1879-1879,1,2,1,20,20,20.00,0,0,0,,ENG
2608,T Shamsi,2016-2018,2,4,3,20,18*,20.00,0,0,0,,SA
2609,SW Tait,2005-2008,3,5,2,20,8,6.66,0,0,0,,AUS
2610,JC Tongue,2023-2023,2,2,0,20,19,10.00,0,0,0,,ENG
2611,MF Tremlett,1948-1948,3,5,2,20,18*,6.66,0,0,2,,ENG
2612,A Wharton,1949-1949,1,2,0,20,13,10.00,0,0,0,,ENG
2613,HV Baumgartner,1913-1913,1,2,0,19,16,9.50,0,0,0,,SA
2614,DC Cleverley,1932-1946,2,4,3,19,10*,19.00,0,0,0,,NZ
2615,A Coxon,1948-1948,1,2,0,19,19,9.50,0,0,1,,ENG
2616,LP Jai,1933-1933,1,2,0,19,19,9.50,0,0,1,,IND
2617,S Jeganathan,1983-1983,2,4,0,19,8,4.75,0,0,1,,SL
2618,HW Lee,1931-1931,1,2,0,19,18,9.50,0,0,0,,ENG
2619,AJW McIntyre,1950-1955,3,6,0,19,7,3.16,0,0,1,,ENG
2620,SV Nayak,1982-1982,2,3,1,19,11,9.50,0,0,0,,IND
2621,AL Phehlukwayo,2017-2018,4,4,2,19,9,9.50,0,0,1,,SA
2622,AJ Traicos,1970-1993,7,10,4,19,5*,3.16,0,0,2,,SA/ZIM
2623,LL Tsotsobe,2010-2011,5,5,2,19,8*,6.33,0,0,2,,SA
2624,AR Adams,2002-2002,1,2,0,18,11,9.00,0,0,0,,NZ
2625,BB Cooper,1877-1877,1,2,0,18,15,9.00,0,0,0,,AUS
2626,AJ Evans,1921-1921,1,2,0,18,14,9.00,0,0,0,,ENG
2627,MJ Gopalan,1934-1934,1,2,1,18,11*,18.00,0,0,0,,IND
2628,Gursharan Singh,1990-1990,1,1,0,18,18,18.00,0,0,0,,IND
2629,C Heseltine,1896-1896,2,2,0,18,18,9.00,0,0,1,,ENG
2630,JE McConnon,1954-1954,2,3,1,18,11,9.00,0,0,0,,ENG
2631,EG McLeod,1930-1930,1,2,1,18,16,18.00,0,0,0,,NZ
2632,Mir Hamza,2018-2024,5,10,5,18,7*,3.60,0,0,3,,PAK
2633,Mohammad Hussain,1996-1998,2,3,0,18,17,6.00,0,0,1,,PAK
2634,Mujeeb Ur Rahman,2018-2018,1,2,0,18,15,9.00,0,0,0,,AFG
2635,RAP Nissanka,2003-2003,4,5,2,18,12*,6.00,0,0,2,,SL
2636,NJ O'Brien,2018-2018,1,2,0,18,18,9.00,0,0,1,,IRE
2637,JA Richardson,2019-2021,3,3,0,18,9,6.00,0,0,0,,AUS
2638,Sajedul Islam,2008-2013,3,6,0,18,6,3.00,0,0,1,,BAN
2639,RH Scott,1947-1947,1,1,0,18,18,18.00,0,0,0,,NZ
2640,EL St Hill,1930-1930,2,4,0,18,12,4.50,0,0,1,,WI
2641,AI Taylor,1956-1956,1,2,0,18,12,9.00,0,0,0,,SA
2642,Zahid Mahmood,2022-2022,2,4,0,18,17,4.50,0,0,2,,PAK
2643,HH Alexander,1933-1933,1,2,1,17,17*,17.00,0,0,1,,AUS
2644,RT Barber,1956-1956,1,2,0,17,12,8.50,0,0,0,,NZ
2645,GD Barlow,1976-1977,3,5,1,17,7*,4.25,0,0,1,,ENG
2646,GA Briant,1993-1993,1,2,0,17,16,8.50,0,0,0,,ZIM
2647,D Brookes,1948-1948,1,2,0,17,10,8.50,0,0,0,,ENG
2648,LS Brown,1931-1932,2,3,0,17,8,5.66,0,0,0,,SA
2649,S Christopherson,1884-1884,1,1,0,17,17,17.00,0,0,0,,ENG
2650,JL Cox,1913-1914,3,6,1,17,12*,3.40,0,0,3,,SA
2651,DT Dewdney,1955-1958,9,12,5,17,5*,2.42,0,0,3,,WI
2652,R Dhanraj,1994-1996,4,4,0,17,9,4.25,0,0,0,,WI
2653,BBM Gaskin,1948-1948,2,3,0,17,10,5.66,0,0,1,,WI
2654,S Guha,1967-1969,4,7,2,17,6,3.40,0,0,1,,IND
2655,Khalid Hasan,1954-1954,1,2,1,17,10,17.00,0,0,0,,PAK
2656,EZ Matambanadzo,1996-1999,3,5,1,17,7,4.25,0,0,1,,ZIM
2657,N Ncube,2011-2011,1,2,0,17,14,8.50,0,0,0,,ZIM
2658,Niaz Ahmed,1967-1969,2,3,3,17,16*,-,0,0,0,,PAK
2659,AD Pougher,1892-1892,1,1,0,17,17,17.00,0,0,0,,ENG
2660,N Reid,1921-1921,1,2,0,17,11,8.50,0,0,0,,SA
2661,Sohail Tanvir,2007-2007,2,3,0,17,13,5.66,0,0,1,,PAK
2662,PIC Thompson,1996-1997,2,3,1,17,10*,8.50,0,0,0,,WI
2663,AGD Wickremasinghe,1989-1992,3,3,1,17,13*,8.50,0,0,0,,SL
2664,M Baqa Jilani,1936-1936,1,2,1,16,12,16.00,0,0,0,,IND
2665,DV Brennan,1951-1951,2,2,0,16,16,8.00,0,0,1,,ENG
2666,LS Butler,1955-1955,1,1,0,16,16,16.00,0,0,0,,WI
2667,W Carkeek,1912-1912,6,5,2,16,6*,5.33,0,0,0,,AUS
2668,C Gunasekara,2024-2024,1,1,1,16,16*,-,0,0,0,,SL
2669,Imran Khan,2014-2019,10,10,3,16,6,2.28,0,0,5,,PAK
2670,CK Langeveldt,2005-2006,6,4,2,16,10,8.00,0,0,1,,SA
2671,JDF Larter,1962-1965,10,7,2,16,10,3.20,0,0,2,,ENG
2672,James Lillywhite jnr,1877-1877,2,3,1,16,10,8.00,0,0,0,,ENG
2673,LS Livingstone,2022-2022,1,2,1,16,9,16.00,0,0,0,,ENG
2674,BS Mudzinganyama,2020-2020,1,1,0,16,16,16.00,0,0,0,,ZIM
2675,Muhammad Musa,2019-2019,1,2,2,16,12*,-,0,0,0,,PAK
2676,R Nanan,1980-1980,1,2,0,16,8,8.00,0,0,0,,WI
2677,Nazmul Hossain,2004-2011,2,4,2,16,8*,8.00,0,0,2,,BAN
2678,JM Neblett,1935-1935,1,2,1,16,11*,16.00,0,0,0,,WI
2679,Nijat Masood,2023-2024,2,4,1,16,12,5.33,0,0,2,,AFG
2680,AE Ochse,1889-1889,2,4,0,16,8,4.00,0,0,0,,SA
2681,MB Owens,1992-1994,8,12,6,16,8*,2.66,0,0,5,,NZ
2682,JB Plimsoll,1947-1947,1,2,1,16,8*,16.00,0,0,0,,SA
2683,AW Powell,1899-1899,1,2,0,16,11,8.00,0,0,0,,SA
2684,JM Sims,1935-1937,4,4,0,16,12,4.00,0,0,1,,ENG
2685,DJ Terbrugge,1998-2004,7,8,5,16,4*,5.33,0,0,2,,SA
2686,VP Terry,1984-1984,2,3,0,16,8,5.33,0,0,0,,ENG
2687,A Waddington,1920-1921,2,4,0,16,7,4.00,0,0,1,,ENG
2688,Agha Zahid,1975-1975,1,2,0,15,14,7.50,0,0,0,,PAK
2689,Anwar Khan,1979-1979,1,2,1,15,12,15.00,0,0,0,,PAK
2690,AL Apte,1959-1959,1,2,0,15,8,7.50,0,0,0,,IND
2691,HJ Butler,1947-1948,2,2,1,15,15*,15.00,0,0,1,,ENG
2692,CG Fichardt,1892-1896,2,4,0,15,10,3.75,0,0,1,,SA
2693,JC Hartley,1906-1906,2,4,0,15,9,3.75,0,0,2,,ENG
2694,PA Hibbert,1977-1977,1,2,0,15,13,7.50,0,0,0,,AUS
2695,H Howell,1920-1924,5,8,6,15,5,7.50,0,0,0,,ENG
2696,HL Jackson,1949-1961,2,2,1,15,8,15.00,0,0,0,,ENG
2697,SS Karim,2000-2000,1,1,0,15,15,15.00,0,0,0,,IND
2698,TL Moreki,2024-2024,2,3,1,15,6,7.50,0,0,0,,SA
